query,intent,entities
Delete payee Sahil,beneficiary_remove,{'person': 'Sahil'}
Show account statement for 26/05/2026,statement_request,{'date': '26/05/2026'}
"Thank you, goodbye",goodbye,{}
Update my KYC documents,kyc_update,{}
I want to withdraw 20727,withdraw_money,{'amount': '20727'}
I want to dispute a transaction of 88079,dispute_transaction,{'amount': '88079'}
Locate branch in Nagpur,branch_locator,{'location': 'Nagpur'}
Change my debit card PIN,change_pin,{}
What is the savings interest rate?,interest_rate,{}
Convert 100 USD to INR,forex_inquiry,{}
Send me last 6 months statement,statement_request,{}
Order cheque book for my account,request_chequebook,{}
Add payee Sahil account 497692057,beneficiary_add,"{'account_number': '497692057', 'person': 'Sahil'}"
What's the weather today?,out_of_scope,{}
See you later,goodbye,{}
Close fixed deposit account,close_account,{}
Tell me my savings balance,check_balance,{}
Add payee Sahil account 884438681,beneficiary_add,"{'account_number': '884438681', 'person': 'Sahil'}"
How to apply for a personal loan?,loan_inquiry,{}
Open a new savings account,open_account,{'account_type': 'savings'}
Send me last 6 months statement,statement_request,{}
Show my account balance,check_balance,{}
How to close my account?,close_account,{}
What is my account balance as on 03/04/2025,check_balance,{'date': '03/04/2025'}
Delete payee Suman,beneficiary_remove,{'person': 'Suman'}
"Forgot PIN, how to reset?",pin_reset,{}
Deposit ₹25363 into my fd account,deposit_money,"{'account_type': 'fd', 'amount': '25363'}"
I want to change PIN,change_pin,{}
Update email id,update_details,{}
Deposit 26683 into my nri account,deposit_money,"{'account_type': 'nri', 'amount': '26683'}"
I need my bank statement,statement_request,{}
See you later,goodbye,{}
Deposit salary of 74135,deposit_money,{'amount': '74135'}
Delete payee Rohit,beneficiary_remove,{'person': 'Rohit'}
What is today's forex rate for USD?,forex_inquiry,{}
Add a beneficiary named Kavita account 809350042,beneficiary_add,"{'account_number': '809350042', 'person': 'Kavita'}"
Send me last 6 months statement,statement_request,{}
Tell me my savings balance,check_balance,{}
"Forgot PIN, how to reset?",pin_reset,{}
Show me branch hours for Jaipur,branch_locator,{'location': 'Jaipur'}
Add a beneficiary named Teja account 240543586,beneficiary_add,"{'account_number': '240543586', 'person': 'Teja'}"
Set up a standing instruction to pay rent of ₹24701 monthly,standing_instruction,{'amount': '24701'}
Locate branch in Hyderabad,branch_locator,{'location': 'Hyderabad'}
I want information about education loan,loan_inquiry,{'loan_type': 'education'}
How do I get cashback on my card?,cashback_inquiry,{}
Please stop cheque 388039,stop_cheque,{'cheque_number': '388039'}
Deposit salary of 28549,deposit_money,{'amount': '28549'}
I need my bank statement,statement_request,{}
Find branch near Bengaluru,branch_locator,{'location': 'Bengaluru'}
Update my address to Kolkata,update_details,{'location': 'Kolkata'}
Card not working,card_inquiry,{}
I want to withdraw 20336,withdraw_money,{'amount': '20336'}
Update my KYC documents,kyc_update,{}
Send me last 6 months statement,statement_request,{}
How do I get cashback on my card?,cashback_inquiry,{}
Deactivate my credit card now,block_card,{}
How can I open an account?,open_account,{}
What is my account balance as on 16/02/2024,check_balance,{'date': '16/02/2024'}
Add a beneficiary named Sneha account 735908867,beneficiary_add,"{'account_number': '735908867', 'person': 'Sneha'}"
What's the weather today?,out_of_scope,{}
Delete payee Ravi,beneficiary_remove,{'person': 'Ravi'}
Tell me a joke,out_of_scope,{}
How do I get cashback on my card?,cashback_inquiry,{}
Tell me a joke,out_of_scope,{}
Update email id,update_details,{}
Create standing instruction for EMI,standing_instruction,{}
Pay 64390 for water,pay_bill,"{'amount': '64390', 'bill_type': 'water'}"
Find branch near Delhi,branch_locator,{'location': 'Delhi'}
Deposit 79326 to account 166920922,deposit_money,"{'account_number': '166920922', 'amount': '79326'}"
Change my phone number,update_details,{}
Send me last 6 months statement,statement_request,{}
What is my account balance as on 30/12/2025,check_balance,{'date': '30/12/2025'}
Order cheque book for my account,request_chequebook,{}
I want to dispute a transaction of 89193,dispute_transaction,{'amount': '89193'}
How do I complete KYC?,kyc_update,{}
Tell me about my credit card status,card_inquiry,{}
Block card ending with 3580,block_card,{'card_number': '3580'}
"I lost my card, block it immediately",block_card,{}
Set up a standing instruction to pay rent of ₹41849 monthly,standing_instruction,{'amount': '41849'}
What is today's forex rate for USD?,forex_inquiry,{}
Tell me FD rates,interest_rate,{}
How to close my account?,close_account,{}
I want to change PIN,change_pin,{}
Open a new nri account,open_account,{'account_type': 'nri'}
Update my KYC documents,kyc_update,{}
Show balance of account 323350207,check_balance,{'account_number': '323350207'}
Withdraw ₹24265 from my savings account,withdraw_money,"{'account_type': 'savings', 'amount': '24265'}"
Reset my ATM PIN,pin_reset,{}
Show account statement for 24/05/2023,statement_request,{'date': '24/05/2023'}
Close my salary account,close_account,{'account_type': 'salary'}
Request a new chequebook,request_chequebook,{}
Open YouTube,out_of_scope,{}
Add payee Arjun account 553288397,beneficiary_add,"{'account_number': '553288397', 'person': 'Arjun'}"
What is today's forex rate for USD?,forex_inquiry,{}
Remove beneficiary Rahul,beneficiary_remove,{'person': 'Rahul'}
Add payee Isha account 33465009,beneficiary_add,"{'account_number': '33465009', 'person': 'Isha'}"
Deactivate my credit card now,block_card,{}
Pay 12611 for subscription,pay_bill,"{'amount': '12611', 'bill_type': 'subscription'}"
Deposit ₹51547 to account 210379078,deposit_money,"{'account_number': '210379078', 'amount': '51547'}"
Set up a standing instruction to pay rent of 98266 monthly,standing_instruction,{'amount': '98266'}
There is an unauthorized transaction on my account,dispute_transaction,{}
Send me last 6 months statement,statement_request,{}
Tell me my savings balance,check_balance,{}
Set up a standing instruction to pay rent of 10746 monthly,standing_instruction,{'amount': '10746'}
Tell me FD rates,interest_rate,{}
I want to dispute a transaction of 95375,dispute_transaction,{'amount': '95375'}
Open fixed deposit account,open_account,{}
Request a new chequebook,request_chequebook,{}
"Thank you, goodbye",goodbye,{}
Withdraw 79283 from my checking account,withdraw_money,"{'account_type': 'checking', 'amount': '79283'}"
What is today's forex rate for USD?,forex_inquiry,{}
Remove beneficiary Anita,beneficiary_remove,{'person': 'Anita'}
Remove beneficiary Suman,beneficiary_remove,{'person': 'Suman'}
How can I open an account?,open_account,{}
I want to dispute a transaction of 82253,dispute_transaction,{'amount': '82253'}
Change my debit card PIN,change_pin,{}
What is the savings interest rate?,interest_rate,{}
Pay gas bill 60316 on 12/05/2026,pay_bill,"{'amount': '60316', 'date': '12/05/2026', 'bill_type': 'gas'}"
"Forgot PIN, how to reset?",pin_reset,{}
Pay my water bill of ₹72400,pay_bill,"{'amount': '72400', 'bill_type': 'water'}"
Add a beneficiary named Priya account 496534942,beneficiary_add,"{'account_number': '496534942', 'person': 'Priya'}"
Add a beneficiary named Arjun account 945037742,beneficiary_add,"{'account_number': '945037742', 'person': 'Arjun'}"
Play music,out_of_scope,{}
Tell me FD rates,interest_rate,{}
Reset my ATM PIN,pin_reset,{}
"I lost my card, block it immediately",block_card,{}
Delete payee Rohit,beneficiary_remove,{'person': 'Rohit'}
Send ₹2807 to Karan today,transfer_money,"{'amount': '2807', 'person': 'Karan'}"
Pay my electricity bill of ₹22948,pay_bill,"{'amount': '22948', 'bill_type': 'electricity'}"
"Forgot PIN, how to reset?",pin_reset,{}
Reset my ATM PIN,pin_reset,{}
Tell me FD rates,interest_rate,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
How to close my account?,close_account,{}
How to close my account?,close_account,{}
Create standing instruction for EMI,standing_instruction,{}
Convert 100 USD to INR,forex_inquiry,{}
How to apply for a personal loan?,loan_inquiry,{}
I want to dispute a transaction of 85287,dispute_transaction,{'amount': '85287'}
Block my debit card,block_card,{}
Show me branch hours for Delhi,branch_locator,{'location': 'Delhi'}
Change my phone number,update_details,{}
Open a new checking account,open_account,{'account_type': 'checking'}
Remove beneficiary Priya,beneficiary_remove,{'person': 'Priya'}
Where is the nearest branch?,branch_locator,{}
I want to withdraw 50274,withdraw_money,{'amount': '50274'}
Convert 100 USD to INR,forex_inquiry,{}
I want to dispute a transaction of 58216,dispute_transaction,{'amount': '58216'}
Add payee Meena account 207039662,beneficiary_add,"{'account_number': '207039662', 'person': 'Meena'}"
What is today's forex rate for USD?,forex_inquiry,{}
Deposit salary of 85290,deposit_money,{'amount': '85290'}
Block my debit card,block_card,{}
Request a new chequebook,request_chequebook,{}
Order cheque book for my account,request_chequebook,{}
Convert 100 USD to INR,forex_inquiry,{}
Send 88876 to Karan today,transfer_money,"{'amount': '88876', 'person': 'Karan'}"
Send ₹74414 to Rahul today,transfer_money,"{'amount': '74414', 'person': 'Rahul'}"
Close my rd account,close_account,{'account_type': 'rd'}
End chat,goodbye,{}
When is my EMI due?,loan_inquiry,{}
What is my account balance as on 26/02/2024,check_balance,{'date': '26/02/2024'}
How to apply for a personal loan?,loan_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
Open fixed deposit account,open_account,{}
"Forgot PIN, how to reset?",pin_reset,{}
Show my account balance,check_balance,{}
When is my EMI due?,loan_inquiry,{}
Please stop cheque 440327,stop_cheque,{'cheque_number': '440327'}
How to apply for a personal loan?,loan_inquiry,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
"Forgot PIN, how to reset?",pin_reset,{}
Find branch near Chennai,branch_locator,{'location': 'Chennai'}
Add a beneficiary named Ravi account 448710579,beneficiary_add,"{'account_number': '448710579', 'person': 'Ravi'}"
Show loan interest rates,loan_inquiry,{}
Update my KYC documents,kyc_update,{}
Order cheque book for my account,request_chequebook,{}
I want to change PIN,change_pin,{}
Add a beneficiary named Rohan account 250016353,beneficiary_add,"{'account_number': '250016353', 'person': 'Rohan'}"
Set up a standing instruction to pay rent of 6884 monthly,standing_instruction,{'amount': '6884'}
Request a new chequebook,request_chequebook,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Stop cheque number 726258,stop_cheque,{'cheque_number': '726258'}
Transfer 21143 on 11/04/2026 to account 597653222,transfer_money,"{'account_number': '597653222', 'amount': '21143', 'date': '11/04/2026'}"
"Forgot PIN, how to reset?",pin_reset,{}
Convert 100 USD to INR,forex_inquiry,{}
Show account statement for 12/06/2025,statement_request,{'date': '12/06/2025'}
Reset my ATM PIN,pin_reset,{}
Add a beneficiary named Simran account 720854854,beneficiary_add,"{'account_number': '720854854', 'person': 'Simran'}"
How to close my account?,close_account,{}
Delete payee Teja,beneficiary_remove,{'person': 'Teja'}
Close fixed deposit account,close_account,{}
Locate branch in Bengaluru,branch_locator,{'location': 'Bengaluru'}
Show my recent card transactions,card_inquiry,{}
Open a new nri account,open_account,{'account_type': 'nri'}
Check my debit card limit,card_inquiry,{}
Deactivate my credit card now,block_card,{}
How can I open an account?,open_account,{}
Delete payee Ankit,beneficiary_remove,{'person': 'Ankit'}
Tell me a joke,out_of_scope,{}
Card not working,card_inquiry,{}
I want to withdraw 98147,withdraw_money,{'amount': '98147'}
I want to change PIN,change_pin,{}
Show loan interest rates,loan_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Please stop cheque 665148,stop_cheque,{'cheque_number': '665148'}
I want to change PIN,change_pin,{}
Delete payee Vikram,beneficiary_remove,{'person': 'Vikram'}
How can I open an account?,open_account,{}
Stop cheque number 141814,stop_cheque,{'cheque_number': '141814'}
Transfer ₹70342 to account 267002705,transfer_money,"{'account_number': '267002705', 'amount': '70342'}"
Deposit salary of ₹37223,deposit_money,{'amount': '37223'}
Close fixed deposit account,close_account,{}
How do I get cashback on my card?,cashback_inquiry,{}
How to close my account?,close_account,{}
How can I open an account?,open_account,{}
Send ₹4750 to Rahul today,transfer_money,"{'amount': '4750', 'person': 'Rahul'}"
Transfer 66592 on 06/08/2023 to account 537510247,transfer_money,"{'account_number': '537510247', 'amount': '66592', 'date': '06/08/2023'}"
Update my KYC documents,kyc_update,{}
Reset my ATM PIN,pin_reset,{}
Tell me FD rates,interest_rate,{}
Remove beneficiary Deepa,beneficiary_remove,{'person': 'Deepa'}
"Forgot PIN, how to reset?",pin_reset,{}
Update my address to Delhi,update_details,{'location': 'Delhi'}
Deposit salary of 6219,deposit_money,{'amount': '6219'}
Please transfer ₹97697 to Neha's account 284422919,transfer_money,"{'account_number': '284422919', 'amount': '97697', 'person': 'Neha'}"
I want to change PIN,change_pin,{}
Tell me FD rates,interest_rate,{}
Play music,out_of_scope,{}
Convert 100 USD to INR,forex_inquiry,{}
Show loan interest rates,loan_inquiry,{}
Add payee Maya account 539587241,beneficiary_add,"{'account_number': '539587241', 'person': 'Maya'}"
"Thank you, goodbye",goodbye,{}
Deposit 10550 into my nri account,deposit_money,"{'account_type': 'nri', 'amount': '10550'}"
See you later,goodbye,{}
What is my account balance as on 22/06/2025,check_balance,{'date': '22/06/2025'}
Bye,goodbye,{}
Change my phone number,update_details,{}
Add payee Simran account 477636860,beneficiary_add,"{'account_number': '477636860', 'person': 'Simran'}"
Set up a standing instruction to pay rent of ₹15226 monthly,standing_instruction,{'amount': '15226'}
I want to withdraw 4947,withdraw_money,{'amount': '4947'}
I want to change PIN,change_pin,{}
Remove beneficiary Sahil,beneficiary_remove,{'person': 'Sahil'}
Open a new salary account,open_account,{'account_type': 'salary'}
Withdraw 20120 from ATM,withdraw_money,{'amount': '20120'}
Find branch near Nagpur,branch_locator,{'location': 'Nagpur'}
There is an unauthorized transaction on my account,dispute_transaction,{}
When is my EMI due?,loan_inquiry,{}
How can I open an account?,open_account,{}
What is today's forex rate for USD?,forex_inquiry,{}
Set up a standing instruction to pay rent of 31581 monthly,standing_instruction,{'amount': '31581'}
I want to change PIN,change_pin,{}
Send me last 6 months statement,statement_request,{}
Tell me my savings balance,check_balance,{}
Create standing instruction for EMI,standing_instruction,{}
Close my rd account,close_account,{'account_type': 'rd'}
How to close my account?,close_account,{}
Show my account balance,check_balance,{}
Tell me about my credit card status,card_inquiry,{}
Show me branch hours for Nagpur,branch_locator,{'location': 'Nagpur'}
Create standing instruction for EMI,standing_instruction,{}
Please transfer 71051 to Teja's account 15838870,transfer_money,"{'account_number': '15838870', 'amount': '71051', 'person': 'Teja'}"
I want to dispute a transaction of 67958,dispute_transaction,{'amount': '67958'}
Set up a standing instruction to pay rent of ₹56956 monthly,standing_instruction,{'amount': '56956'}
Tell me about my credit card status,card_inquiry,{}
Create standing instruction for EMI,standing_instruction,{}
"Forgot PIN, how to reset?",pin_reset,{}
How do I complete KYC?,kyc_update,{}
I need my bank statement,statement_request,{}
"I lost my card, block it immediately",block_card,{}
Show balance of account 381479012,check_balance,{'account_number': '381479012'}
What is today's forex rate for USD?,forex_inquiry,{}
Pay my loan bill of ₹73822,pay_bill,"{'amount': '73822', 'bill_type': 'loan'}"
Check cashback offers,cashback_inquiry,{}
Find branch near Mumbai,branch_locator,{'location': 'Mumbai'}
Open a new checking account,open_account,{'account_type': 'checking'}
Remove beneficiary Karan,beneficiary_remove,{'person': 'Karan'}
Remove beneficiary Deepa,beneficiary_remove,{'person': 'Deepa'}
How to close my account?,close_account,{}
Close fixed deposit account,close_account,{}
Request a new chequebook,request_chequebook,{}
Deposit salary of 44047,deposit_money,{'amount': '44047'}
How to apply for a personal loan?,loan_inquiry,{}
Show loan interest rates,loan_inquiry,{}
Set up a standing instruction to pay rent of 53363 monthly,standing_instruction,{'amount': '53363'}
Check available funds in my savings account,check_balance,{'account_type': 'savings'}
Pay water bill ₹50388 on 28/06/2023,pay_bill,"{'amount': '50388', 'date': '28/06/2023', 'bill_type': 'water'}"
What is today's forex rate for USD?,forex_inquiry,{}
I want to dispute a transaction of 51431,dispute_transaction,{'amount': '51431'}
Find branch near Chennai,branch_locator,{'location': 'Chennai'}
Check cashback offers,cashback_inquiry,{}
Please stop cheque 888939,stop_cheque,{'cheque_number': '888939'}
Reset my ATM PIN,pin_reset,{}
Delete payee Arjun,beneficiary_remove,{'person': 'Arjun'}
How do I complete KYC?,kyc_update,{}
Where is the nearest branch?,branch_locator,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Tell me about my credit card status,card_inquiry,{}
Deposit salary of 45703,deposit_money,{'amount': '45703'}
How do I get cashback on my card?,cashback_inquiry,{}
Add payee Divya account 307623928,beneficiary_add,"{'account_number': '307623928', 'person': 'Divya'}"
I need my bank statement,statement_request,{}
Reset my ATM PIN,pin_reset,{}
Card not working,card_inquiry,{}
Change my debit card PIN,change_pin,{}
Update my address to Nagpur,update_details,{'location': 'Nagpur'}
Pay credit_card bill 12246 on 25/08/2024,pay_bill,"{'amount': '12246', 'date': '25/08/2024', 'bill_type': 'credit_card'}"
When is my EMI due?,loan_inquiry,{}
I want to change PIN,change_pin,{}
I want to dispute a transaction of 8352,dispute_transaction,{'amount': '8352'}
I need my bank statement,statement_request,{}
Request a new chequebook,request_chequebook,{}
"Thank you, goodbye",goodbye,{}
I want to dispute a transaction of 66511,dispute_transaction,{'amount': '66511'}
Check cashback offers,cashback_inquiry,{}
Add a beneficiary named Vikram account 610100318,beneficiary_add,"{'account_number': '610100318', 'person': 'Vikram'}"
What is my account balance as on 20/11/2024,check_balance,{'date': '20/11/2024'}
How do I get cashback on my card?,cashback_inquiry,{}
I want to change PIN,change_pin,{}
How to apply for a personal loan?,loan_inquiry,{}
Close my checking account,close_account,{'account_type': 'checking'}
Change my debit card PIN,change_pin,{}
Pay electricity bill 23116 on 12/08/2026,pay_bill,"{'amount': '23116', 'date': '12/08/2026', 'bill_type': 'electricity'}"
Reset my ATM PIN,pin_reset,{}
Withdraw 9886 from my joint account,withdraw_money,"{'account_type': 'joint', 'amount': '9886'}"
Change my debit card PIN,change_pin,{}
Tell me FD rates,interest_rate,{}
Update my KYC documents,kyc_update,{}
Request a new chequebook,request_chequebook,{}
Please stop cheque 793856,stop_cheque,{'cheque_number': '793856'}
Tell me FD rates,interest_rate,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Show my account balance,check_balance,{}
Open fixed deposit account,open_account,{}
Check cashback offers,cashback_inquiry,{}
Pay my rent bill of 52571,pay_bill,"{'amount': '52571', 'bill_type': 'rent'}"
Open fixed deposit account,open_account,{}
Withdraw 23888 from ATM,withdraw_money,{'amount': '23888'}
What is today's forex rate for USD?,forex_inquiry,{}
Block card ending with 9131,block_card,{'card_number': '9131'}
Tell me my savings balance,check_balance,{}
How do I get cashback on my card?,cashback_inquiry,{}
Block card ending with 5719,block_card,{'card_number': '5719'}
Block my debit card,block_card,{}
How can I open an account?,open_account,{}
Update email id,update_details,{}
"Thank you, goodbye",goodbye,{}
How can I open an account?,open_account,{}
Show my recent card transactions,card_inquiry,{}
Withdraw 82282 from my rd account,withdraw_money,"{'account_type': 'rd', 'amount': '82282'}"
Find branch near Kolkata,branch_locator,{'location': 'Kolkata'}
Open a new savings account,open_account,{'account_type': 'savings'}
Pay my subscription bill of 30765,pay_bill,"{'amount': '30765', 'bill_type': 'subscription'}"
Show me branch hours for Kolkata,branch_locator,{'location': 'Kolkata'}
Order cheque book for my account,request_chequebook,{}
Where is the nearest branch?,branch_locator,{}
How do I complete KYC?,kyc_update,{}
What's the weather today?,out_of_scope,{}
Transfer 93516 to account 110244112,transfer_money,"{'account_number': '110244112', 'amount': '93516'}"
How can I open an account?,open_account,{}
Open fixed deposit account,open_account,{}
Transfer ₹74391 on 06/10/2024 to account 71079472,transfer_money,"{'account_number': '71079472', 'amount': '74391', 'date': '06/10/2024'}"
Show balance of account 619937151,check_balance,{'account_number': '619937151'}
Pay my subscription bill of 64088,pay_bill,"{'amount': '64088', 'bill_type': 'subscription'}"
Block my debit card,block_card,{}
Convert 100 USD to INR,forex_inquiry,{}
Delete payee Simran,beneficiary_remove,{'person': 'Simran'}
Translate hello,out_of_scope,{}
Deactivate my credit card now,block_card,{}
Change my debit card PIN,change_pin,{}
Delete payee Maya,beneficiary_remove,{'person': 'Maya'}
Pay rent bill ₹42650 on 08/01/2024,pay_bill,"{'amount': '42650', 'date': '08/01/2024', 'bill_type': 'rent'}"
Convert 100 USD to INR,forex_inquiry,{}
Show me branch hours for Delhi,branch_locator,{'location': 'Delhi'}
Show loan interest rates,loan_inquiry,{}
Please transfer 51223 to Rahul's account 176787762,transfer_money,"{'account_number': '176787762', 'amount': '51223', 'person': 'Rahul'}"
Update my KYC documents,kyc_update,{}
Deposit 43415 to account 623419836,deposit_money,"{'account_number': '623419836', 'amount': '43415'}"
Remove beneficiary Kabir,beneficiary_remove,{'person': 'Kabir'}
How do I complete KYC?,kyc_update,{}
Pay my rent bill of 85444,pay_bill,"{'amount': '85444', 'bill_type': 'rent'}"
Reset my ATM PIN,pin_reset,{}
Delete payee Sahil,beneficiary_remove,{'person': 'Sahil'}
Pay my mobile bill of 39907,pay_bill,"{'amount': '39907', 'bill_type': 'mobile'}"
There is an unauthorized transaction on my account,dispute_transaction,{}
"Forgot PIN, how to reset?",pin_reset,{}
I want to change PIN,change_pin,{}
Deposit 30402 to account 100180301,deposit_money,"{'account_number': '100180301', 'amount': '30402'}"
Update email id,update_details,{}
Delete payee Rohit,beneficiary_remove,{'person': 'Rohit'}
Change my debit card PIN,change_pin,{}
How to apply for a personal loan?,loan_inquiry,{}
Transfer ₹82717 to account 442812779,transfer_money,"{'account_number': '442812779', 'amount': '82717'}"
Deposit 48246 into my salary account,deposit_money,"{'account_type': 'salary', 'amount': '48246'}"
What is today's forex rate for USD?,forex_inquiry,{}
Pay ₹9932 for electricity,pay_bill,"{'amount': '9932', 'bill_type': 'electricity'}"
Show balance of account 695762405,check_balance,{'account_number': '695762405'}
Open fixed deposit account,open_account,{}
How to apply for a personal loan?,loan_inquiry,{}
Check cashback offers,cashback_inquiry,{}
Deposit salary of 13588,deposit_money,{'amount': '13588'}
Remove beneficiary Tanvi,beneficiary_remove,{'person': 'Tanvi'}
Deposit ₹57009 into my salary account,deposit_money,"{'account_type': 'salary', 'amount': '57009'}"
Please transfer 13576 to Priya's account 784661200,transfer_money,"{'account_number': '784661200', 'amount': '13576', 'person': 'Priya'}"
Pay my subscription bill of 64108,pay_bill,"{'amount': '64108', 'bill_type': 'subscription'}"
"Forgot PIN, how to reset?",pin_reset,{}
Order cheque book for my account,request_chequebook,{}
Transfer 70667 on 11/12/2023 to account 571542152,transfer_money,"{'account_number': '571542152', 'amount': '70667', 'date': '11/12/2023'}"
How do I complete KYC?,kyc_update,{}
End chat,goodbye,{}
Show me branch hours for Chennai,branch_locator,{'location': 'Chennai'}
What is my account balance as on 15/08/2024,check_balance,{'date': '15/08/2024'}
Update email id,update_details,{}
Show loan interest rates,loan_inquiry,{}
Deposit 5532 to account 159024493,deposit_money,"{'account_number': '159024493', 'amount': '5532'}"
Show my recent card transactions,card_inquiry,{}
How can I open an account?,open_account,{}
Pay my subscription bill of 15575,pay_bill,"{'amount': '15575', 'bill_type': 'subscription'}"
How do I get cashback on my card?,cashback_inquiry,{}
Transfer 86371 to account 809083286,transfer_money,"{'account_number': '809083286', 'amount': '86371'}"
Update my KYC documents,kyc_update,{}
Check cashback offers,cashback_inquiry,{}
Withdraw 28060 from ATM,withdraw_money,{'amount': '28060'}
I want to change PIN,change_pin,{}
Deactivate my credit card now,block_card,{}
"Forgot PIN, how to reset?",pin_reset,{}
Find branch near Thane,branch_locator,{'location': 'Thane'}
Add payee Kavita account 704354630,beneficiary_add,"{'account_number': '704354630', 'person': 'Kavita'}"
What is the savings interest rate?,interest_rate,{}
Convert 100 USD to INR,forex_inquiry,{}
Block my debit card,block_card,{}
How can I open an account?,open_account,{}
Set up a standing instruction to pay rent of 45637 monthly,standing_instruction,{'amount': '45637'}
Transfer ₹82829 on 10/11/2026 to account 323707125,transfer_money,"{'account_number': '323707125', 'amount': '82829', 'date': '10/11/2026'}"
Change my phone number,update_details,{}
Please transfer 72895 to Irfan's account 784384109,transfer_money,"{'account_number': '784384109', 'amount': '72895', 'person': 'Irfan'}"
Request a new chequebook,request_chequebook,{}
Show balance of account 631628060,check_balance,{'account_number': '631628060'}
I want to dispute a transaction of 72348,dispute_transaction,{'amount': '72348'}
I want to change PIN,change_pin,{}
What is the savings interest rate?,interest_rate,{}
Remove beneficiary Irfan,beneficiary_remove,{'person': 'Irfan'}
I need my bank statement,statement_request,{}
I want to dispute a transaction of 75834,dispute_transaction,{'amount': '75834'}
I want to change PIN,change_pin,{}
Block card ending with 2999,block_card,{'card_number': '2999'}
Create standing instruction for EMI,standing_instruction,{}
Find branch near Mumbai,branch_locator,{'location': 'Mumbai'}
"Forgot PIN, how to reset?",pin_reset,{}
Order cheque book for my account,request_chequebook,{}
Check cashback offers,cashback_inquiry,{}
Change my debit card PIN,change_pin,{}
Delete payee Divya,beneficiary_remove,{'person': 'Divya'}
Change my phone number,update_details,{}
Request a new chequebook,request_chequebook,{}
Change my debit card PIN,change_pin,{}
Card not working,card_inquiry,{}
Play music,out_of_scope,{}
Reset my ATM PIN,pin_reset,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
Change my debit card PIN,change_pin,{}
Please stop cheque 644951,stop_cheque,{'cheque_number': '644951'}
Bye,goodbye,{}
I want to dispute a transaction of 62134,dispute_transaction,{'amount': '62134'}
Close my salary account,close_account,{'account_type': 'salary'}
Request a new chequebook,request_chequebook,{}
Pay rent bill ₹76770 on 11/06/2025,pay_bill,"{'amount': '76770', 'date': '11/06/2025', 'bill_type': 'rent'}"
Reset my ATM PIN,pin_reset,{}
Convert 100 USD to INR,forex_inquiry,{}
Change my debit card PIN,change_pin,{}
Close fixed deposit account,close_account,{}
Update email id,update_details,{}
Show balance of account 445091036,check_balance,{'account_number': '445091036'}
Close fixed deposit account,close_account,{}
Update my KYC documents,kyc_update,{}
Update my KYC documents,kyc_update,{}
Remove beneficiary Divya,beneficiary_remove,{'person': 'Divya'}
Show balance of account 741443502,check_balance,{'account_number': '741443502'}
What is the savings interest rate?,interest_rate,{}
Pay 99456 for rent,pay_bill,"{'amount': '99456', 'bill_type': 'rent'}"
Stop cheque number 129169,stop_cheque,{'cheque_number': '129169'}
Add a beneficiary named Divya account 769638126,beneficiary_add,"{'account_number': '769638126', 'person': 'Divya'}"
Send me last 6 months statement,statement_request,{}
What is my account balance as on 01/11/2025,check_balance,{'date': '01/11/2025'}
Bye,goodbye,{}
Pay internet bill 62734 on 13/05/2025,pay_bill,"{'amount': '62734', 'date': '13/05/2025', 'bill_type': 'internet'}"
Locate branch in Chennai,branch_locator,{'location': 'Chennai'}
Bye,goodbye,{}
I want to withdraw 53275,withdraw_money,{'amount': '53275'}
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
Update my KYC documents,kyc_update,{}
Play music,out_of_scope,{}
Close fixed deposit account,close_account,{}
Card not working,card_inquiry,{}
Block my debit card,block_card,{}
Show loan interest rates,loan_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
What is today's forex rate for USD?,forex_inquiry,{}
Please stop cheque 410401,stop_cheque,{'cheque_number': '410401'}
Withdraw 70431 from ATM,withdraw_money,{'amount': '70431'}
Delete payee Suman,beneficiary_remove,{'person': 'Suman'}
Add payee Anita account 9816050,beneficiary_add,"{'account_number': '9816050', 'person': 'Anita'}"
Tell me a joke,out_of_scope,{}
Open fixed deposit account,open_account,{}
Pay 59522 for mobile,pay_bill,"{'amount': '59522', 'bill_type': 'mobile'}"
Tell me FD rates,interest_rate,{}
I want to change PIN,change_pin,{}
Add payee Maya account 689693047,beneficiary_add,"{'account_number': '689693047', 'person': 'Maya'}"
Show account statement for 04/10/2026,statement_request,{'date': '04/10/2026'}
What's the weather today?,out_of_scope,{}
I need my bank statement,statement_request,{}
Tell me FD rates,interest_rate,{}
Show me branch hours for Thane,branch_locator,{'location': 'Thane'}
How do I complete KYC?,kyc_update,{}
"Forgot PIN, how to reset?",pin_reset,{}
Update my address to Nagpur,update_details,{'location': 'Nagpur'}
Block card ending with 8764,block_card,{'card_number': '8764'}
I need my bank statement,statement_request,{}
Update email id,update_details,{}
What is the savings interest rate?,interest_rate,{}
Check cashback offers,cashback_inquiry,{}
